GLOBAL,CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,35.288883448646,174.293255836067,,,,,34.4,,,17.856020424396,61.7983081007959,,33.9982502187227,16.986451344518,,,16.8801162413326,124.653101872668,36.3172518281328,,,28.6572637881557,,,10.8737538240114,37.1954750449358,,,106.352472245126,,128.919219051557,,127.254422297387,80.0483943012687,,,,,22.3052252411289,7.07969428159798,13.8156128030934,,,,58.3521833349411,,,,,13.2897426700725,,,73.9626009641556,,,25.7351171604938,67.4962244064272,110.003382352941,26.5761498789601,,,9.87954267896823,,,75.0156145902731,56.3133004118942,,,,55.5982,86.9524841355827,,110.31967928292,,11.404999017517,,,,,,124.935773951529,,130.277860601403,58943,30.1321519369698,,,,72.9536572049554,,119.820729962489,,70.3288517218806,,,82.812230561494,,,,,,,,,,,,,,,,43.3035912402853,,,,,,50.1099476439791,50.4483185947894,,,,,,80.0006060606061,,,,,,76.1,,46.01,374.781940553596,,,,30.8175320662641,,,,,87.4388019473769,,24.1692264760124,56.6673624571343,71.2016332453632,49.1479219664097,35.8896285936679,,,,16.317738028169,24.499969466556,,,,,,,,,,,,,72.7184082445802,,,,,47.2346852764094,48.767550031112,95.1965640967276,,,,79.977569678084,21.9896198865629,,,5.1245316494129,,,,,,,68.36,31.0749044670037,,,,,,,46305,,67.0827262156175,37.1560781664178,,,,,,153.522988505747,76.6764541387025,,,,,,,,,,,
,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.4250999342,94.623333333,35.058500833,,5.9515e-05,,2.7,0.9990083333,288.65083333,,1.3677508333,11.42,0.314045,1,0.375999965,40.211739167,2,3.008166667,33.46,2,555.20469566,1,31.3737425,,0.77625,2.6846455,0.6393121058,,1.5274441667,0.0541336667,555.20469566,252.6625,2545.25,555.20469566,1.3656383333,81.890833333,,,555.20469566,420.17666667,8.6187426667,844.83589,416.39921305,555.20469566,,157.06666667,,5.9980114167,0.74,0.49,28.785083333,,,6.3605516667,177721,2.7,13.160141667,1,3.3851333333,1,555.20469566,5.4701889973,12.99125,,1.464125,5.22,5.55,555.20469566,9.57555,1.1023,1.62,0.0956196473,,242.6,2.7,5.7512008333,976.63641667,198.34064103,138.29024083,15.04,,8.4087575,,105.16045833,69.944378333,31.3737425,,,458,0.67,3.0110552083,1612.44,33.085933333,102.20780583,0.6987641667,35.538333333,56.050575,1.3677508333,0.296870315,10.841683333,,0.55975,1680.0733333,3.5507983333,1,,,3.97775,,,613.46716667,8.736405,2.6242566667,11.58575,555.20469566,0.38,1,123575,17.960366667,3.3751166667,1,,412.72141667,,,9.202715,6.0385883333,,3.5507983333,,49.397518333,1.82,,1.6865216667,6.722875,555.20469566,21996,,7.0575841667,0.384499995,30.566591667,1,,1,1.01134,1904.7608333,2195,26.417166667,2.2722766667,165.99,3.64,,,0.1655085833,2.19075,140.70384747,2.7,2.7,2.7,2.5350371667,,,3.75,555.20469566,1.81,5.0558583333,586.73970833,1.5274441667,,,3.2913583333,4337.903226,3.5507983333,133.96,49.415141667,,0.2224607576,3.5507983333,7.71597,1.3676925,26.6,0.0244943482,25.149951889,,1,555.20469566,,1.3202196043,5.9249291667,1.0115541667,0.0296086758,0.00754517,,,979.44541667,0.3275141667,3671,0.6534266042,,1,5.0439166667,9.96,116405,,,12.0100612,669.37062167,0.0081515394,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,9.041667,7025,,,,,,,7.7025,,,,,,,,,,,,,,,,8.355416,,,,,,,,,,,,,,,,,,,7.825434,,,,,,,,,,,,9.036667,7.215833,,,,6875,,,,,,,,,,,,,,6.978333,,,,,8.043333,,10.51883,,4.363333,,,,,,,,,,,,,,,7.15,,,,,,,,,,,13.82667,,,,,,,,,,,,6865,,7.625834,,,,,7.435833,,,,,,,,,,,10.47833,,,,,,,,,,,,,,,,,,,,,,,14.83167,9.997583,,,,,9495,4.958611,,,,,,,,,,,,,,,,,,8.1225,,7.08,,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,173.05662565408,,,,,31.8,,,15.4997937492689,53.3303395006287,,34.8665234734581,17.880003274902,,,75.954859159679,115.288508959395,37.174120370682,,,35.2243176494477,,,11.8181188538756,40.7343595502638,,,183.489614238383,,117.012589917916,,131.441769876149,78.7747138633731,,,,,29.0567120987886,7.01782653821713,12.3200241218786,,,,57.6209238241633,,,,,16.4154232725502,,,76.8006387258239,,,28.4727404990445,80.6313533769814,125.088344,30.7395498392283,,,,,36.6378536147283,58.8485843159768,49.3889632130207,,,,48.0062,111.949292669484,,103197,,13.1619490409219,,,,,,144.675296964867,,134.141107864693,55662,31.339395914176,,,,79.801496395806,,120.130023223372,,65.9078631285903,,,97.2305130068631,,,,,,,,,,,,,,,,49.9356086380403,,,,,,45.593471810089,44.6362335933979,,,,,,83.9953947368421,,,,,,74.1,,51912,483.79925093633,,,,33.022191473431,,,,,86.3230007202569,,27.4070955856769,62.199207003319,69.3908721494687,64.6940146907843,35.4400005473154,,,,16.4142225913621,74.0508201885049,,,,,,,,,,,,,69.8602701875736,,,,,46.3434518377167,48.6878002205627,95.1383564387895,,,,74.4743877346892,21.0438307164059,,,6.69171676973666,,,,,,,66601,23.1932248716143,,,,,,,43.03,,66.2331325864241,39.3211090734281,,,,,,160.265671641791,55.407170852083,,,,,,,,,,,
,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.0505996053,102.0625,23.345406667,,2.6601667e-06,,2.7,0.9989458333,9105,,1.47056,11.63,0.019995,1,0.3759999892,39.5672575,2,1.4664,34.6,2,283.1625795,1,30.493291667,,0.3381268,2.423075,0.032163105,,1.6157908333,0.0275935833,283.1625795,242.78,2689,283.1625795,1.2900741667,80.426597363,,,283.1625795,404.16583333,5.7619583333,863.06468333,283.16379508,283.1625795,,142.17166667,,3.5791489167,0.74,0.5,29.152833333,,,6.4839391667,177721,2.7,12.675783333,1,3.3525175,1,283.1625795,5.0047474815,13.22275,,1.541775,5.71,5.66,283.1625795,9.1288333333,0.0122804,1.65,0.0648711876,,229.25,2.7,5.6353625,955.49033333,155.10620513,126.73044167,12.8225,,6.4715833333,,91.933183333,67.603181667,30.493291667,,,74,0.68,2.8300833333,1573.67,24.94855,111.19778583,0.6928508333,2.51,58.001333333,1.47056,0.3018386,5.39,,0.6753333333,1741.3633333,3.2677415833,1,,,4.3440633333,,,382.7565,4.4027783333,2.574095,10.956991667,283.1625795,0.38,1,120.80583333,17.648025,3.1156166667,1,,295.01052583,,,9.2987091667,3.8742366667,,3.2677415833,,48.607165,1.86,,1.8505133333,5.6204083333,283.1625795,22.0654,,7.0941291667,0.3844999975,28.107183333,1,,1,0.9781766667,1744.3458333,1.9883189167,27.119841667,1.8114966667,160.8,3.64,,,0.0760050833,0.9916666667,144.23702054,2.7,2.7,2.7,2.5686034167,,,3.75,283.1625795,1.48e-16,5.1815333333,567.45858333,1.6157908333,,,3.1877333333,3983.333333,3.2677415833,127.26,48.3221675,,0.001785,3.2677415833,7.7834266667,1.4776166667,26.6,0.010357405,25.319611078,,1,283.1625795,,1.384088832,5.3510966667,1.0037416667,0.0109846283,0.000732397,,,1195.01675,0.045325,3671,0.6667565533,,1,3.9410916667,0.93,121.58083333,,,12.0100612,452.76266667,0.0064831297,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,7.280833,6705,,,,,,,7.216667,,,,,,,,,,,,,,,,7.244083,,,,,,,,,,,,,,,,,,,7.302794,,,,,,,,,,,,8825,6775,,,,6.516667,,,,,,,,,,,,,,,,,,,7.579167,,11.18692,,4.320917,,,,,,,,,,,,,,,,,,,,,,,,,,15.55333,,,,,,,,,,,,6.360833,,6.934166,,,,,6.880833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9675,10.21083,,,,,8.539166,4.552369,,,,,,,,,,,,,,,,,,7.48,,5.873333,,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,132.372978435335,,,,,30,,,13.4651168358031,50.591228951998,,34.4340232858991,19.3474150356044,,,5.18613242398409,118.149440020172,35.3327537685972,,,40.7121514296528,,,12.4449426610055,77.0538207282939,,,299.064132980728,,117.630979424286,,62.0099192701734,77.4480736649871,,,,,32.5687423562797,6.69775370432024,14.2869135256776,,,,55.2475254800079,,,,,18.8293923974858,,,79.819348131023,,,36.1371025001396,94.5638457553498,129.690084170375,32.2023637936005,,,,,36.5528455284553,51.791590885627,46.2486046453197,,,,45.8351,63.9654883565086,,97608,,13.6225081203374,,,,,,142.997840363172,,171.996707049536,53137,36.5373245501734,,,,83.2707740177365,,112.989509906556,,59.7237835661069,,,111.989859688039,,,,,,,,,,,,,,,,56.3324536220774,,,,,,39.7190332326284,30.1981855835058,,,,,,84.3708955223881,,,,,,77.2,,57789,856.696991292936,,,,35.3532220680737,,,,,89.3302947508908,,30.5904902631459,72.389024565436,79.7645151038346,82.8523864959255,33.5545944739876,,,,13.1347424242424,82.7981877277652,,,,,,,,,,,,,74.0508201885049,,,,,41.4432372052857,39.4059571171948,96.866073483931,,,,64.5661478924859,19.2496125234635,,,9.13703526665593,,,,,,,66512,23.9270246962082,,,,,,,37946,,66.1650550910307,38.9286876929359,,,,,,146.65749235474,59.0567765567766,,,,,,,,,,,
,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.0505996053,75.0325,21.836075,,2.5141667e-07,,2.7,0.9906416667,966,,1.3616483333,10.99,0.01084,1,376,38.950758333,2,0.01932,32.15,2,264.69180075,1,25.918083333,,0.0034673,2.109725,0.0016410884,,1.6289666667,0.0233411667,264.69180075,208.30266667,1266.5833333,264.69180075,1.208725,68.017583333,,,264.69180075,362.57583333,5.5145916667,759282,264.69293704,264.69180075,,134.50633333,,0.2643,0.74,0.45,28.180833333,,,6.0361333333,177721,2.7,12.774183333,1,3.3217483333,1,264.69180075,2.8051609634,11.72,,1.5029908333,4.48,5.29,264.69180075,8.8875,0.0001932,1.56,0.0436851674,,190.62,2.7,5.17063,902.00133333,106.67557692,125.0025,9.8016666667,,5.4979166667,,78.988391667,57.545933333,25.918083333,,,21,0.59,2.4590833333,1232.41,22.96035,126.65133333,0.6798183333,0.3864,32.216833333,1.3616483333,0.2932226667,966,,0.7364666667,1712.7908333,2.8520141667,1,,,1.77275,,,372.79333333,3.6032754167,2.5473833333,10.569166667,264.69180075,0.32,1,87.02675,15.563208333,3.0948983333,1,,35.833333333,,,8.537875,2.5165541667,,2.8520141667,,42.7175,1.76,,1.8617916667,5,264.69180075,17.298425,,6.2145008333,0.3845,25.082791667,1,,1,0.9646633333,1500.2583333,1.2458333333,25.512491667,1.3626433333,135,3.64,,,0.0307953333,0.2221,133.93858333,2.7,2.7,2.7,2.4663083333,,,3.75,264.69180075,6.25e-21,5.1219833333,499.44183333,1.6289666667,,,2.9281,4400,2.8520141667,102.38,43.829625,,0.001785,2.8520141667,5.8238333333,1.4062183333,20.183333333,0.002468518,25.400128151,,1,264.69180075,,1.347170685,4.25,0.8844333333,0.0068724233,6.06671e-05,,,1133.8343333,0.002411,3671,0.5697741667,,1,3.0248116667,0.1932,113.39166667,,,12.0100612,172.21378333,0.005098475,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,9.22,8.139167,,,,,,,8.659166,,,,,,,,,,,,,,,,8061,,,,,,,,,,,,,,,,,,,8.987465,,,,,,,,,,,,11.9725,8.5875,,,,7.85,,,,,,,,,,,,,,,,,,,9.316667,,13.26575,,5.326583,,,,,,,,,,,,,,,,,,,,,,,,,,16.10667,,,,,,,,,,,,8.1025,,8.401667,,,,,9.606667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.44,11.69517,,,,,10.01667,6.398413,,,,,,,,,,,,,,,,,,9.063334,,7.01,,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,122.244637015665,,,,,30.1,,,10.5981845161763,46.7494990499783,,30.6304277902863,21.2998208687864,,,25.6354786371011,111.472670554727,32.9662422012241,,,47.8619090748029,,,12.5321505732804,98.4492737713116,,,145.959462522357,,103.991579902258,,58.6461373446543,74.841251713111,,,,,36.1168327672051,6.61687235747205,16.3550287519552,,,,60.841080905307,,,,,,,,67.9575775291062,,,38.472603736957,105.738825369986,66.8994080014378,42.2115869017632,,,,,33.6867480345741,33.9589117180787,39.7718697839523,,,,42.0642,50.2766272189349,,97.6096436976097,,15.8312193134152,,,,,,128.68079787234,,153.699179122483,46243,33.4254446330024,,,,83.554872656919,,103.148609976531,,55.4962919138226,,,82.5159090828015,,,,,,,,,,,,,,,,65.1285689067042,,,,,,44.037037037037,32.8334912425688,,,,,,79.1624561403509,,,,,,76.2,,62359,839.508247263758,,,,27.2192636777982,,,,,82.0901785120103,,32.7048186387809,70.1976595151853,75.9512391784309,81.0377105575326,29.5693075522632,,,,11.1278406374502,79.129642287537,,,,,,,,,,,,,82.7981877277652,,,,,37.2342978881167,36.1146492665431,95.3621470879391,,,,48.2573499344542,15.6676517506255,,,11.3727347818405,,,,,,,65013,22.951174474918,,,,,,,32795,,64.0874864878934,44.4088428420978,,,,,,207.795597484277,59.3507263563593,,,,,,,,,,,
,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.0505996053,16.24583244,18.472875,,5.5098333e-08,,2.7,0.9535544167,0.00875,,1.2837558333,11.68,175,1,376,36.596183333,2,0.000175,34.15,2,282.10690881,1,22.742433333,,0.0001962356,2.0215566667,0.000147857,,1.72755,0.01778825,282.10690881,181.51258333,718.33333333,282.10690881,1.1457166667,71.408333333,,,282.10690881,349.21583333,5.3233916667,633.04516667,282.10811985,282.10690881,,122.43241667,,0.01964,0.73266,0.46,29.4775,,,6.3964583333,177721,2.7,12.692425,1,3.1380083333,1,282.10690881,2.0719654573,175,,1.4755575,4.04,5.64,282.10690881,8.80265,1.75e-06,1.66,0.0367633075,,182.27,2.7,5.02888,753.85808333,56.28625641,111.81066667,6.0341666667,,5.3166666667,,74.735383333,58.996341667,22.742433333,,,10,0.62,2.2791083333,1240.61,12.115875,134.70666667,0.6808658333,0.0035,27.507866667,1.2837558333,0.284268577,0.00875,,0.00875,928.2275,2.761315,1,,,0.0175,,,367072,2.8033125,2.7500666667,10.252666667,282.10690881,0.32,1,81.945833333,15.652308333,3.01843,1,,8.0116666667,,,8.70655,1.4344675,,2.761315,,37255,1.87,,1.7335141667,4.2708282833,282.10690881,9.9094916667,,6.4829425,0.3845,23.800766667,1,,1,0.9517091667,1325.1833333,0.7725,27.478633333,1.0576058333,144.48,3.64,,,0.007638725,0.00175,125.1642483,2.7,2.7,2.7,2.3996223333,,,3.75,282.10690881,1.64417e-22,5.2893083333,295.34416667,1.72755,,,2.71475,3800,2.761315,103.91,41.3715,,0.001785,2.761315,6.0474666667,1.4339916667,11225,0.00175,25.516795406,,1,282.10690881,,1.2961145895,4.25,0.9246208333,0.0041718158,1.94087e-06,,,734.00991667,1.75e-05,3671,0.5670153333,,1,2.0176633333,0.00175,111675,,,12.0100612,64.639708333,0.003621375,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,10.69083,8.546667,,,,,,,9.310833,,,,,,,,,,,,,,,,9.464125,,,,,,,,,,,,,,,,,,,9.262481,,,,,,,,,,,,11.71167,9.036667,,,,8.458333,,,,,,,,,,,,,,,,,,,9.374166,,13.18,,6.336667,,,,,,,,,,,,,,,,,,,,,,,,,,19.71917,,,,,,,,,,,,8.739166,,10.11,,,,,9.996667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.34417,12.3605,,,,,10.69083,6.239657,,,,,,,,,,,,,,,,,,10105,,7.858333,,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,123.472074137562,,,,,35.7,,,9.07417217599114,46.6508765564782,,27.9767032232351,16.3795589814748,,,,109.244266042005,28.6434817222433,,,48.7287799916326,,,12.1168020575228,60.3285125044515,,,115.2,,88.7936648764972,,48.8665341964712,71.1534112380666,,,,,44.2568412150264,6.53043958802497,14.735607294834,,,,72.3510396151947,,,,,,,,63.44047037672,,,47.2699355809851,109.504441645962,84.5670468533333,43.2950480135568,,,,,36.8418217433888,16.9008717122576,35.9634631386176,,,,39.5367,42.3107352339381,,91.1247685911248,,17.7517913078306,,,,,,133.597293735442,,156.213046604537,38391,32.7174179323861,,,,85.5213558079191,,99.1174720089363,,49.9723060420264,,,86.4221656159198,,,,,,,,,,,,,,,,72.7079242177555,,,,,,49.0567375886525,42.6435006763961,,,,,,77.0046762589928,,,,,,75.4,,61318,898.607300480061,,,,22.9411893617213,,,,,104.307730782456,,32.0762270529278,81.0391634100449,66.9741599025649,81.3,25.2796306614662,,,,,76.887769214093,,,,,,,,,,,,,79.129642287537,,,,,34.510822941141,35.989719929478,98.4833957754233,,,,42.8177252889696,13.1618619374589,,,14.1342678330904,,,,,,,66061,22.5150152428135,,,,,,,31296,,61.1689282838576,45.1197625193546,,,,,,201.44674556213,58.0452322738386,,,,,,,,,,,
,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.0505996053,7.745833397,8.9575083333,,2.9918e-08,,2.7,0.4875890833,0.00333,,1.2810566667,11.37,0.0666,1,376,34.568808333,2,6.66e-05,33.42,2,272.26478795,1,17.505325,,0.0001149808,1.8604658333,2.48364e-05,,1.8125333333,0.00219,272.26478795,171.25541667,426.25,272.26478795,1.166775,70.031333333,,,272.26478795,304.90333333,4.7832083333,502.25925,272.26595675,272.26478795,,91.579291667,,0.0113203798,752,0.46,17.953333333,,,6.1885583333,177721,2.7,8.5253,1,1.55,1,272.26478795,2.0719654573,0.0666,,1.4809083333,3.82,5.45,272.26478795,7.882675,6.66e-07,1.62,0.032615622,,158.51,2.7,4.4857583333,660.16666667,33.622410256,39.533333333,5,,4.1119833333,,63.205866667,58.283775,17.5035,,,0.3108573134,0.6,2.016175,1198.1,7.184025,144.7925,0.6637116667,0.001332,22.914766667,1.2810566667,0.288455,0.00333,,0.00333,695.08916667,2.5873208333,1,,,0.00666,,,298.82933333,2.7288816667,2.704875,9.5517416667,272.26478795,0.32,1,80609,14.863466667,2.8125991667,1,,4.31,,,8.2423416667,0.9290888333,,2.5873208333,,29.369166667,1.82,,1.6762033333,0.1409224167,272.26478795,8.038285,,6.2597416667,0.3845,21.707375,1,,1,955,1229.8083333,0.1878855792,24.3105,0.95,142.55,3.64,,,0.0022432083,0.000666,83.704097558,2.7,2.7,2.7,2.3098516667,,,3.75,272.26478795,"8,875E-020",5.3369,151.44583333,1.8125333333,,,2.5287833333,1749.166667,2.5873208333,101.93,40.062916667,,0.001785,2.5873208333,5.91879,1.3891583333,11225,0.000666,25.585462419,,1,272.26478795,,1.2800368651,4.25,0.8783333333,0.0026086417,9.91167e-07,,,428.85466667,6.66e-06,3671,0.5631771667,,1,1.1694841667,0.000666,117.06125,,,12.0100612,30.289108333,0.0024517333,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,13.18,8.7275,,,,,,,10.06167,,,,,,,,,,,,,,,,10.72692,,,,,,,,,,,,,,,,,,,10.62874,,,,,,,,,,,,13.21,9.9325,,,,8.708333,,,,,,,,,,,,,,,,,,,10.27417,,11.51,,6.959917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.920834,,12445,,,,,10.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.15083,14.6775,,,,,13.15917,6.449417,,,,,,,,,,,,,,,,,,11.8025,,8.55,,,,,,,,,,,,,,,,,,,
